id,nbSons,enonce,rang,nomenclature,origine,origineAnnexe,couleur,musicalite,geometrie
191,4,100010001100,038-1,7M(9#) sans 1!,chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFFF00 ,"CAD
ATR",HET
192,4,100010001100,038-1,"m7,5b(9) sans 1!",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"CAD
ATR",HET
193,4,100010001100,038-1,Non-classé,—,—,#FFFF00 ,"CAD
ATR",HET
194,4,100011001000,038-2,Non-classé,—,—,#FFFF00 ,"CAD
ATR",HET
195,4,100100010001,038-3,m7M,chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"QUI
TONm
CAD
ATR",HET
196,4,110010001000,038-4,Non-classé,—,—,#FFFF00 ,"CAD
ATR",HET
197,4,100001001001,039-1,"7(9b,11) sans 1! ni 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 ,"CAD
ATR","HET
"
198,4,100001001001,039-1,Non-classé,—,—,#FFFF00 ,"CAD
ATR","HET
"
199,4,100100110000,039-2,Non-classé,—,—,#FFFF00 ,"QUI
TONm
CAD","HET
ORT"
200,4,100110000100,039-3,Non-classé,—,—,#FFFF00 ,"CAD
ATR","HET
"
201,4,110000100100,039-4,Non-classé,—,—,#FFFF00 ,CAD,"HET
ORT"
202,4,100000101010,040-1,Trapezio E1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"ATO
CAD
TRP
IDÉ
ANH","PAN
"
203,4,100000101010,040-1,"7(11#,13b) sans 1! ni 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"ATO
CAD
TRP
IDÉ
ANH","PAN
"
204,4,101000001010,040-2,Trapezio E2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"ATO
CAD
TRP
IDÉ
ANH
ATR","PAN
"
205,4,101010000010,040-3,Trapezio E3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"ATO
CAD
TRP
IDÉ
ANH
ATR","PAN
"
206,4,101010000010,040-3,7(9) sans 5,chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"ATO
CAD
TRP
IDÉ
ANH
ATR","PAN
"
207,4,101010100000,040-4,Trapezio E4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"ATO
CAD
TRP
IDÉ
ANH","PAN
"
208,4,101010100000,040-4,"7,5b,5# sans 1! ni 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"ATO
CAD
TRP
IDÉ
ANH","PAN
"
209,4,101010100000,040-4,Tétracorde Lydien,mode classique occidental,Gammes / modes classiques,#FFFF00 ,"ATO
CAD
TRP
IDÉ
ANH","PAN
"
210,4,101010100000,040-4,Tétracorde unitonique,mode classique occidental,Gammes / modes classiques,#FFFF00 ,"ATO
CAD
TRP
IDÉ
ANH","PAN
"
211,4,100001100100,041-1,7(9#) sans 1! • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,CAD,"HET
ORT"
212,4,100001100100,041-1,Non-classé,—,—,#FFFF00 ,CAD,"HET
ORT"
213,4,100100001100,041-2,"7(9b,13) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"CAD
ATR","HET
"
214,4,100100100001,041-3,Non-classé,—,—,#FFFF00 ,CAD,"HET
ORT"
215,4,110010010000,041-4,Non-classé,—,—,#FFFF00 ,"QUI
TONM
CAD
ATR","HET
"
216,4,100001010001,042-1,"m7(11,13) sans 1! ni 5 • dorien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FFFF00 ,"QUI
NEU
IDÉ
ATR","HET
"
217,4,100001010001,042-1,Non-classé,—,—,#FFFF00 ,"QUI
NEU
IDÉ
ATR","HET
"
218,4,100011000010,042-2,7(11) sans 5 • mixolydien,chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 ,"IDÉ
ATR","HET
"
219,4,101000110000,042-3,Non-classé,—,—,#FFFF00 ,"QUI
NEU
IDÉ","HET
ORT"
220,4,110000101000,042-4,Non-classé,—,—,#FFFF00 ,IDÉ,"HET
ORT"
221,4,100001001100,043-1,Trapezio G1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,ATR,TRS
222,4,100100001001,043-2,Trapezio G2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,ATR,TRS
223,4,100110010000,043-3,Trapezio G3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"QUI
TONM
TONm
BIN
ATR","TRS
"
224,4,100110010000,043-3,"7M,5# sans 1!",chiffrage harmonique modal majeur,Accords modaux majeurs,#FFFF00 ,"QUI
TONM
TONm
BIN
ATR","TRS
"
225,4,100110010000,043-3,Maj9#,chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFFF00 ,"QUI
TONM
TONm
BIN
ATR","TRS
"
226,4,100110010000,043-3,Tétracorde binaire-bluesy,mode moderne occidental,Gammes / modes modernes,#FFFF00 ,"QUI
TONM
TONm
BIN
ATR","TRS
"
227,4,110010000100,043-4,Trapezio G4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,ATR,TRS
228,4,110010000100,043-4,"m7M(9,11#) sans 1! ni 5",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,ATR,TRS
229,4,100001100010,044-1,Polyharmonique A1,accord extrapolé (harmonie),Accords extrapolés,#FFFF00 ,IDÉ,"HET
ORT"
230,4,100001100010,044-1,"7(9#,13b) sans 1! ni 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,IDÉ,"HET
ORT"
231,4,100001100010,044-1,"7(9,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,IDÉ,"HET
ORT"
232,4,100001100010,044-1,m6/9 sans 1!,chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,IDÉ,"HET
ORT"
233,4,100010100001,044-2,Polyharmonique A2,accord extrapolé (harmonie),Accords extrapolés,#FFFF00 ,IDÉ,"HET
ORT"
234,4,100010100001,044-2,7M(11#) sans 5 • lydien,chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFFF00 ,IDÉ,"HET
ORT"
235,4,100010100001,044-2,"7M,5b",chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFFF00 ,IDÉ,"HET
ORT"
236,4,101000011000,044-3,Polyharmonique A3,accord extrapolé (harmonie),Accords extrapolés,#FFFF00 ,"QUI
NEU
IDÉ
ATR","HET
"
237,4,110001010000,044-4,Polyharmonique A4,accord extrapolé (harmonie),Accords extrapolés,#FFFF00 ,"QUI
NEU
IDÉ
ATR","HET
"
238,4,110001010000,044-4,"7,5#(9#) sans 1! ni 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"QUI
NEU
IDÉ
ATR","HET
"
239,4,100000101001,045-1,"7(11#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"CAD
TRP
OMN",HET
240,4,100000101001,045-1,Non-classé,—,—,#FFFF00 ,"CAD
TRP
OMN",HET
241,4,100110000010,045-2,7(9#) sans 5 • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"CAD
TRP
OMN
ATR",HET
242,4,101001100000,045-3,"7(11#,13) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"CAD
TRP
OMN",HET
243,4,101001100000,045-3,"7,5b(13) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"CAD
TRP
OMN",HET
244,4,110000010100,045-4,Non-classé,—,—,#FFFF00 ,"QUI
NEU
CAD
TRP
OMN
ATR",HET
245,4,100001000101,046-1,"7(9,11) sans 1! ni 5 • mixolydien",chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 ,"TRP
IDÉ
ATR
OMN","HET
"
246,4,100001000101,046-1,m7(13) sans 1! • dorien,chiffrage harmonique modal mineur,Accords modaux mineurs,#FFFF00 ,"TRP
IDÉ
ATR
OMN","HET
"
247,4,100001000101,046-1,Non-classé,—,—,#FFFF00 ,"TRP
IDÉ
ATR
OMN","HET
"
248,4,100010110000,046-2,Non-classé,—,—,#FFFF00 ,"QUI
TONM
TRP
IDÉ
OMN","HET
ORT"
249,4,101100001000,046-3,Non-classé,—,—,#FFFF00 ,"TRP
IDÉ
OMN
ATR","HET
"
250,4,110000100010,046-4,Non-classé,—,—,#FFFF00 ,"TRP
IDÉ
OMN","HET
ORT"
251,4,100000110010,047-1,"7(11,13b) sans 1! ni 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 ,"QUI
NEU
CAD
TRP
OMN",HET
252,4,100000110010,047-1,Non-classé,—,—,#FFFF00 ,"QUI
NEU
CAD
TRP
OMN",HET
253,4,100101000001,047-2,Non-classé,—,—,#FFFF00 ,"CAD
TRP
OMN
ATR",HET
254,4,101000001100,047-3,Non-classé,—,—,#FFFF00 ,"CAD
TRP
OMN
ATR",HET
255,4,110010100000,047-4,Non-classé,—,—,#FFFF00 ,"CAD
TRP
OMN",HET
256,4,100001101000,048-1,"7(9#,11#) sans 1! ni 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"TRP
IDÉ
OMN","HET
ORT"
257,4,100001101000,048-1,Non-classé,—,—,#FFFF00 ,"TRP
IDÉ
OMN","HET
ORT"
258,4,100010000110,048-2,7(13) sans 5,chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"TRP
IDÉ
OMN
ATR","HET
"
259,4,101000100001,048-3,Non-classé,—,—,#FFFF00 ,"TRP
IDÉ
OMN","HET
ORT"
260,4,110100010000,048-4,"7,5b(9#) sans 1! ni 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"QUI
TONm
TRP
IDÉ
OMN
ATR","HET
"
261,4,100001011000,049-1,7M(11#) sans 1!,chiffrage harmonique modal majeur,Accords modaux majeurs,#FFFF00 ,"QUI
NEU
IDÉ
ATR",HET
262,4,100001011000,049-1,"m7,5b(11) sans 1!",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"QUI
NEU
IDÉ
ATR",HET
263,4,100001011000,049-1,Non-classé,—,—,#FFFF00 ,"QUI
NEU
IDÉ
ATR",HET
264,4,100010000101,049-2,7M(13) sans 5,chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFFF00 ,"IDÉ
ATR",HET
265,4,101100010000,049-3,"7M,5b sans 1! • lydien",chiffrage harmonique modal majeur,Accords modaux majeurs,#FFFF00 ,"QUI
TONm
IDÉ
ATR",HET
266,4,101100010000,049-3,"min9, min sus2",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"QUI
TONm
IDÉ
ATR",HET
267,4,110001000010,049-4,7sus4(9b) sans 5,chiffrage harmonique neutre,Accords neutres,#FFFF00 ,"IDÉ
ATR",HET
268,4,100001000110,050-1,7sus4(13) sans 5,chiffrage harmonique neutre,Accords neutres,#FFFF00 ,"IDÉ
ATR",HET
269,4,100011010000,050-2,m7(13b) sans 1! • aeolien,chiffrage harmonique modal mineur,Accords modaux mineurs,#FFFF00 ,"QUI
TONM
IDÉ
ATR",HET
270,4,100011010000,050-2,"m7(9,11) sans 1! ni 5",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"QUI
TONM
IDÉ
ATR",HET
271,4,100011010000,050-2,Non-classé,—,—,#FFFF00 ,"QUI
TONM
IDÉ
ATR",HET
272,4,101000010001,050-3,Non-classé,—,—,#FFFF00 ,"QUI
NEU
IDÉ
ATR",HET
273,4,110100001000,050-4,"7M(9#,11#) sans 1! ni 5",chiffrage harmonique modal majeur,Accords modaux majeurs,#FFFF00 ,"IDÉ
ATR",HET
274,4,100000100101,051-1,7(13) sans 1!,chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"CAD
IDÉ","HET
"
275,4,100000100101,051-1,"7(9b,9#) sans 1! ni 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"CAD
IDÉ","HET
"
276,4,100000100101,051-1,Non-classé,—,—,#FFFF00 ,"CAD
IDÉ","HET
"
277,4,100101100000,051-2,Non-classé,—,—,#FFFF00 ,"CAD
IDÉ","HET
"
278,4,101100000100,051-3,m6/9 sans 5,chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"CAD
IDÉ
ATR","HET
"
279,4,110000010010,051-4,Non-classé,—,—,#FFFF00 ,"QUI
NEU
CAD
IDÉ
ATR","HET
"
280,4,100000110100,052-1,7(11) sans 1! • mixolydien,chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 ,"QUI
NEU
CAD
IDÉ","HET
"
281,4,100000110100,052-1,Non-classé,—,—,#FFFF00 ,"QUI
NEU
CAD
IDÉ","HET
"
282,4,100100000110,052-2,m7(13) sans 5 • dorien,chiffrage harmonique modal mineur,Accords modaux mineurs,#FFFF00 ,"CAD
IDÉ
ATR","HET
"
283,4,101001000001,052-3,Non-classé,—,—,#FFFF00 ,"CAD
IDÉ
ATR","HET
"
284,4,110100100000,052-4,Non-classé,—,—,#FFFF00 ,"CAD
IDÉ","HET
"
285,4,100000100110,053-1,7(13b) sans 1! • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"ATO
CAD
TRP",HET
286,4,100000100110,053-1,Non-classé,—,—,#FFFF00 ,"ATO
CAD
TRP",HET
287,4,100110100000,053-2,"7,5# sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"ATO
CAD
TRP",HET
288,4,101000001001,053-3,Non-classé,—,—,#FFFF00 ,"ATO
CAD
TRP
ATR",HET
289,4,110100000100,053-4,Non-classé,—,—,#FFFF00 ,"ATO
CAD
TRP
ATR",HET
290,4,100000101100,054-1,7(11#) sans 1! • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"ATO
CAD
TRP",HET
291,4,100000101100,054-1,Non-classé,—,—,#FFFF00 ,"ATO
CAD
TRP",HET
292,4,100100000101,054-2,Non-classé,—,—,#FFFF00 ,"ATO
CAD
TRP
ATR",HET
293,4,101100100000,054-3,"7,5b sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"ATO
CAD
TRP",HET
294,4,110010000010,054-4,7(9b) sans 5 • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"ATO
CAD
TRP
ATR",HET
295,4,100001100001,"055-1
055-3",Quad A1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,ATL,"TRS
ORT"
296,4,100001100001,"055-1
055-3","7(9#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,ATL,"TRS
ORT"
297,4,100001100001,"055-1
055-3","7(9#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,ATL,"TRS
ORT"
298,4,110000110000,"055-2
055-4",Quad A2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"QUI
NEU
ATL","TRS
ORT"
299,4,110000110000,"055-2
055-4","7(9#,13) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 ,"QUI
NEU
ATL","TRS
ORT"
300,4,100000110001,056-1,Trapezio F1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"QUI
NEU
IDÉ","PAN
"
301,4,100000110001,056-1,"7(11,13) sans 1! ni 5 • mixolydien",chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 ,"QUI
NEU
IDÉ","PAN
"
302,4,100000110001,056-1,"m7(9,13) sans 1! ni 5 • dorien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FFFF00 ,"QUI
NEU
IDÉ","PAN
"
303,4,100011000001,056-2,Trapezio F2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"NEU
IDÉ
ATR","PAN
"
304,4,110000011000,056-3,Trapezio F3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"QUI
NEU
IDÉ
ATR","PAN
"
305,4,110001100000,056-4,Trapezio F4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,IDÉ,"PAN
"
306,4,110001100000,056-4,Tétracorde hémidiatonique,mode moderne occidental,Gammes / modes modernes,#FFFF00 ,IDÉ,"PAN
"
307,4,100000010101,057-1,7sus4(13) sans 1!,chiffrage harmonique neutre,Accords neutres,#FFFF00 ,"QUI
NEU
IDÉ
ATR","HET
"
308,4,100000010101,057-1,Non-classé,—,—,#FFFF00 ,"QUI
NEU
IDÉ
ATR","HET
"
309,4,101011000000,057-2,Tétracorde majeur,mode classique occidental,Gammes / modes classiques,#FFFF00 ,"IDÉ
ATR","HET
"
310,4,101011000000,057-2,Tétracorde Ionien,mode moderne occidental,Gammes / modes modernes,#FFFF00 ,"IDÉ
ATR","HET
"
311,4,101011000000,057-2,Tétracorde Mixolydien,mode moderne occidental,Gammes / modes modernes,#FFFF00 ,"IDÉ
ATR","HET
"
312,4,101100000010,057-3,m7(9) sans 5,chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"IDÉ
ATR","HET
"
313,4,110000001010,057-4,Non-classé,—,—,#FFFF00 ,"IDÉ
ATR","HET
"
314,4,100000011010,058-1,Non-classé,—,—,#FFFF00 ,"QUI
NEU
IDÉ
ATR","HET
"
315,4,101000000110,058-2,Non-classé,—,—,#FFFF00 ,"IDÉ
ATR","HET
"
316,4,101010000001,058-3,7M(9) sans 5,chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFFF00 ,"IDÉ
ATR","HET
"
317,4,110101000000,058-4,"min(9,11) sans 1!",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"IDÉ
HIS
ATR","HET
"
318,4,110101000000,058-4,Tétracorde Locrien,mode moderne occidental,Gammes / modes modernes,#FFFF00 ,"IDÉ
HIS
ATR","HET
"
319,4,110101000000,058-4,Tétracorde Phrygien,mode moderne occidental,Gammes / modes modernes,#FFFF00 ,"IDÉ
HIS
ATR","HET
"
320,4,100000010110,059-1,Trapezio C1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"QUI
NEU
IDÉ
ATR",TRS
321,4,101000000101,059-2,Trapezio C2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"IDÉ
ATR",TRS
322,4,101101000000,059-3,Trapezio C3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"IDÉ
ATR",TRS
323,4,101101000000,059-3,min9(11) sans 5,chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"IDÉ
ATR",TRS
324,4,101101000000,059-3,Tétracorde mineur,mode classique occidental,Gammes / modes classiques,#FFFF00 ,"IDÉ
ATR",TRS
325,4,101101000000,059-3,Tétracorde Aeolien,mode moderne occidental,Gammes / modes modernes,#FFFF00 ,"IDÉ
ATR",TRS
326,4,101101000000,059-3,Tétracorde Dorien,mode moderne occidental,Gammes / modes modernes,#FFFF00 ,"IDÉ
ATR",TRS
327,4,110100000010,059-4,Trapezio C4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"IDÉ
ATR",TRS
328,4,100000011001,060-1,Trapezio D1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"QUI
NEU
ATR",TRS
329,4,100110000001,060-2,Trapezio D2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,ATR,TRS
330,4,100110000001,060-2,7M(9#) sans 5,chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFFF00 ,ATR,TRS
331,4,110000001100,060-3,Trapezio D3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,ATR,TRS
332,4,110011000000,060-4,Trapezio D4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"ORI
ATR",TRS
333,4,110011000000,060-4,Tétracorde harmonique,mode classique occidental,Gammes / modes classiques,#FFFF00 ,"ORI
ATR",TRS
334,4,110011000000,060-4,Tétracorde byzantin,mode moderne occidental,Gammes / modes modernes,#FFFF00 ,"ORI
ATR",TRS
335,4,100001000011,061-1,Crux A1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,ATR,—
336,4,100001000011,061-1,"7(9#,11) sans 1! ni 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 ,ATR,—
337,4,100001110000,061-2,Crux A2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"QUI
NEU
PAL",—
338,4,110000100001,061-3,Crux A3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,PAL,ORT
339,4,111000010000,061-4,Crux A4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"QUI
NEU
ATR",—
340,4,100000100011,062-1,Non-classé,—,—,#FFFF00 ,—,HET
341,4,100011100000,062-2,Non-classé,—,—,#FFFF00 ,—,HET
342,4,110000010001,062-3,Non-classé,—,—,#FFFF00 ,"QUI
NEU
ATR",HET
343,4,111000001000,062-4,Non-classé,—,—,#FFFF00 ,ATR,HET
344,4,100000111000,063-1,Non-classé,—,—,#FFFF00 ,"QUI
NEU",HET
345,4,100010000011,063-2,Non-classé,—,—,#FFFF00 ,ATR,HET
346,4,110001000001,063-3,Non-classé,—,—,#FFFF00 ,ATR,HET
347,4,111000100000,063-4,Non-classé,—,—,#FFFF00 ,—,HET
348,4,100000010011,064-1,Non-classé,—,—,#FFFF00 ,"QUI
ATR",HET
349,4,100111000000,064-2,Non-classé,—,—,#FFFF00 ,ATR,HET
350,4,110000001001,064-3,Non-classé,—,—,#FFFF00 ,ATR,HET
351,4,111000000100,064-4,Non-classé,—,—,#FFFF00 ,ATR,HET
352,4,100000011100,065-1,Non-classé,—,—,#FFFF00 ,"QUI
NEU
ATR",HET
353,4,100100000011,065-2,Non-classé,—,—,#FFFF00 ,ATR,HET
354,4,110010000001,065-3,Non-classé,—,—,#FFFF00 ,ATR,HET
355,4,111001000000,065-4,Non-classé,—,—,#FFFF00 ,ATR,HET
356,4,100000001101,066-1,Trapezio B1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"ATO
ATR",PAN
357,4,101100000001,066-2,Trapezio B2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"ATO
ATR",PAN
358,4,101100000001,066-2,m7M(9) sans 5,chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 ,"ATO
ATR",PAN
359,4,110000000110,066-3,Trapezio B3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"ATO
ATR",PAN
360,4,110110000000,066-4,Trapezio B4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 ,"ATO
ATR",PAN
361,4,100000001011,067-1,Non-classé,—,—,#FFFF00 ,"ATO
TRP
ATR",HET
362,4,101110000000,067-2,Non-classé,—,—,#FFFF00 ,"ATO
TRP
ATR",HET
363,4,110000000101,067-3,Non-classé,—,—,#FFFF00 ,"ATO
TRP
ATR",HET
364,4,111000000010,067-4,Non-classé,—,—,#FFFF00 ,"ATO
TRP
ATR",HET
365,4,100000001110,068-1,Non-classé,—,—,#FFFF00 ,"ATO
TRP
ATR",HET
366,4,101000000011,068-2,Non-classé,—,—,#FFFF00 ,"ATO
TRP
ATR",HET
367,4,110100000001,068-3,Non-classé,—,—,#FFFF00 ,"ATO
TRP
ATR",HET
368,4,111010000000,068-4,Non-classé,—,—,#FFFF00 ,"ATO
TRP
ATR",HET
369,5,100101001010,069-1,"7M(9,11#,13) sans 1! ni 5 • lydien",chiffrage harmonique modal majeur,Accords modaux majeurs,#FFA500 ,"CAD
IDÉ
ATR
ANH",—
370,5,100101001010,069-1,"7M(9,13) sans 1!",chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFA500 ,"CAD
IDÉ
ATR
ANH",—
371,5,100101001010,069-1,Kio,mode traditionnel Chine,Gammes / modes traditionnels,#FFA500 ,"CAD
IDÉ
ATR
ANH",—
372,5,100101001010,069-1,Malakosha,mode traditionnel Inde (raga),Gammes / modes traditionnels,#FFA500 ,"CAD
IDÉ
ATR
ANH",—
373,5,100101010010,069-2,m7(11),chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
374,5,100101010010,069-2,Pentatonique naturel mineur,mode classique occidental,Gammes / modes classiques,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
375,5,100101010010,069-2,Chœur-guitare,mode extrapolé (cordes-à-vide),Gammes / modes extrapolés,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
376,5,100101010010,069-2,Pentablues,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
377,5,100101010010,069-2,Yu,mode traditionnel Chine,Gammes / modes traditionnels,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
378,5,100101010010,069-2,Malkous,mode traditionnel Inde (raga),Gammes / modes traditionnels,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
379,5,100101010010,069-2,Azuma-Azobi,mode traditionnel Japon,Gammes / modes traditionnels,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
380,5,100101010010,069-2,Shakuhashi,mode traditionnel Japon,Gammes / modes traditionnels,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
381,5,100101010010,069-2,Yao,mode traditionnel Thaïlande,Gammes / modes traditionnels,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
382,5,100101010010,069-2,Ai,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
383,5,100101010010,069-2,Nam,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
384,5,100101010010,069-2,Sa-Mac,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 ,"QUI
TONm
CAD
IDÉ
ATR
ANH",—
385,5,101001010010,069-3,7sus4(9),chiffrage harmonique neutre,Accords neutres,#FFA500 ,"QUI
NEU
CAD
PAL
IDÉ
ATR
ANH",—
386,5,101001010010,069-3,Pentarelatif VI-D,mode extrapolé (harmonie),Gammes / modes extrapolés,#FFA500 ,"QUI
NEU
CAD
PAL
IDÉ
ATR
ANH",—
387,5,101001010010,069-3,Cydonia pyramide D.-M,mode extrapolé (NASA / planète Mars),Gammes / modes extrapolés,#FFA500 ,"QUI
NEU
CAD
PAL
IDÉ
ATR
ANH",—
388,5,101001010010,069-3,Pentaquarte uni B,mode moderne occidental,Gammes / modes modernes,#FFA500 ,"QUI
NEU
CAD
PAL
IDÉ
ATR
ANH",—
389,5,101001010010,069-3,Chang,mode traditionnel Chine,Gammes / modes traditionnels,#FFA500 ,"QUI
NEU
CAD
PAL
IDÉ
ATR
ANH",—
390,5,101001010010,069-3,Pyong-Jo,mode traditionnel Corée,Gammes / modes traditionnels,#FFA500 ,"QUI
NEU
CAD
PAL
IDÉ
ATR
ANH",—
