0,0,000000000000,000,Silence,élément esthétique indispensable !,— —,#808080 
279,4,110000010010,051-4,Non-classé,—,—,#FFFF00 
280,4,100000110100,052-1,7(11) sans 1! • mixolydien,chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 
281,4,100000110100,052-1,Non-classé,—,—,#FFFF00 
282,4,100100000110,052-2,m7(13) sans 5 • dorien,chiffrage harmonique modal mineur,Accords modaux mineurs,#FFFF00 
283,4,101001000001,052-3,Non-classé,—,—,#FFFF00 
284,4,110100100000,052-4,Non-classé,—,—,#FFFF00 
285,4,100000100110,053-1,7(13b) sans 1! • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 
286,4,100000100110,053-1,Non-classé,—,—,#FFFF00 
287,4,100110100000,053-2,"7,5# sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 
288,4,101000001001,053-3,Non-classé,—,—,#FFFF00 
289,4,110100000100,053-4,Non-classé,—,—,#FFFF00 
290,4,100000101100,054-1,7(11#) sans 1! • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 
291,4,100000101100,054-1,Non-classé,—,—,#FFFF00 
292,4,100100000101,054-2,Non-classé,—,—,#FFFF00 
293,4,101100100000,054-3,"7,5b sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 
294,4,110010000010,054-4,7(9b) sans 5 • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 
295,4,100001100001,"055-1
055-3",Quad A1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
296,4,100001100001,"055-1
055-3","7(9#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 
297,4,100001100001,"055-1
055-3","7(9#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 
298,4,110000110000,"055-2
055-4",Quad A2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
299,4,110000110000,"055-2
055-4","7(9#,13) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFFF00 
300,4,100000110001,056-1,Trapezio F1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
301,4,100000110001,056-1,"7(11,13) sans 1! ni 5 • mixolydien",chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 
302,4,100000110001,056-1,"m7(9,13) sans 1! ni 5 • dorien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FFFF00 
303,4,100011000001,056-2,Trapezio F2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
304,4,110000011000,056-3,Trapezio F3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
305,4,110001100000,056-4,Trapezio F4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
306,4,110001100000,056-4,Tétracorde hémidiatonique,mode moderne occidental,Gammes / modes modernes,#FFFF00 
307,4,100000010101,057-1,7sus4(13) sans 1!,chiffrage harmonique neutre,Accords neutres,#FFFF00 
308,4,100000010101,057-1,Non-classé,—,—,#FFFF00 
309,4,101011000000,057-2,Tétracorde majeur,mode classique occidental,Gammes / modes classiques,#FFFF00 
310,4,101011000000,057-2,Tétracorde Ionien,mode moderne occidental,Gammes / modes modernes,#FFFF00 
311,4,101011000000,057-2,Tétracorde Mixolydien,mode moderne occidental,Gammes / modes modernes,#FFFF00 
312,4,101100000010,057-3,m7(9) sans 5,chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 
313,4,110000001010,057-4,Non-classé,—,—,#FFFF00 
314,4,100000011010,058-1,Non-classé,—,—,#FFFF00 
315,4,101000000110,058-2,Non-classé,—,—,#FFFF00 
316,4,101010000001,058-3,7M(9) sans 5,chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFFF00 
317,4,110101000000,058-4,"min(9,11) sans 1!",chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 
318,4,110101000000,058-4,Tétracorde Locrien,mode moderne occidental,Gammes / modes modernes,#FFFF00 
319,4,110101000000,058-4,Tétracorde Phrygien,mode moderne occidental,Gammes / modes modernes,#FFFF00 
320,4,100000010110,059-1,Trapezio C1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
321,4,101000000101,059-2,Trapezio C2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
322,4,101101000000,059-3,Trapezio C3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
323,4,101101000000,059-3,min9(11) sans 5,chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 
324,4,101101000000,059-3,Tétracorde mineur,mode classique occidental,Gammes / modes classiques,#FFFF00 
325,4,101101000000,059-3,Tétracorde Aeolien,mode moderne occidental,Gammes / modes modernes,#FFFF00 
326,4,101101000000,059-3,Tétracorde Dorien,mode moderne occidental,Gammes / modes modernes,#FFFF00 
327,4,110100000010,059-4,Trapezio C4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
328,4,100000011001,060-1,Trapezio D1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
329,4,100110000001,060-2,Trapezio D2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
330,4,100110000001,060-2,7M(9#) sans 5,chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFFF00 
331,4,110000001100,060-3,Trapezio D3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
332,4,110011000000,060-4,Trapezio D4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
333,4,110011000000,060-4,Tétracorde harmonique,mode classique occidental,Gammes / modes classiques,#FFFF00 
334,4,110011000000,060-4,Tétracorde byzantin,mode moderne occidental,Gammes / modes modernes,#FFFF00 
335,4,100001000011,061-1,Crux A1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
336,4,100001000011,061-1,"7(9#,11) sans 1! ni 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFFF00 
337,4,100001110000,061-2,Crux A2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
338,4,110000100001,061-3,Crux A3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
339,4,111000010000,061-4,Crux A4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
340,4,100000100011,062-1,Non-classé,—,—,#FFFF00 
341,4,100011100000,062-2,Non-classé,—,—,#FFFF00 
342,4,110000010001,062-3,Non-classé,—,—,#FFFF00 
343,4,111000001000,062-4,Non-classé,—,—,#FFFF00 
344,4,100000111000,063-1,Non-classé,—,—,#FFFF00 
345,4,100010000011,063-2,Non-classé,—,—,#FFFF00 
346,4,110001000001,063-3,Non-classé,—,—,#FFFF00 
347,4,111000100000,063-4,Non-classé,—,—,#FFFF00 
348,4,100000010011,064-1,Non-classé,—,—,#FFFF00 
349,4,100111000000,064-2,Non-classé,—,—,#FFFF00 
350,4,110000001001,064-3,Non-classé,—,—,#FFFF00 
351,4,111000000100,064-4,Non-classé,—,—,#FFFF00 
352,4,100000011100,065-1,Non-classé,—,—,#FFFF00 
353,4,100100000011,065-2,Non-classé,—,—,#FFFF00 
354,4,110010000001,065-3,Non-classé,—,—,#FFFF00 
355,4,111001000000,065-4,Non-classé,—,—,#FFFF00 
356,4,100000001101,066-1,Trapezio B1,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
357,4,101100000001,066-2,Trapezio B2,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
358,4,101100000001,066-2,m7M(9) sans 5,chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFFF00 
359,4,110000000110,066-3,Trapezio B3,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
360,4,110110000000,066-4,Trapezio B4,accord extrapolé (géométrie quadrant),Accords extrapolés,#FFFF00 
361,4,100000001011,067-1,Non-classé,—,—,#FFFF00 
362,4,101110000000,067-2,Non-classé,—,—,#FFFF00 
363,4,110000000101,067-3,Non-classé,—,—,#FFFF00 
364,4,111000000010,067-4,Non-classé,—,—,#FFFF00 
365,4,100000001110,068-1,Non-classé,—,—,#FFFF00 
366,4,101000000011,068-2,Non-classé,—,—,#FFFF00 
367,4,110100000001,068-3,Non-classé,—,—,#FFFF00 
368,4,111010000000,068-4,Non-classé,—,—,#FFFF00 
369,5,100101001010,069-1,"7M(9,11#,13) sans 1! ni 5 • lydien",chiffrage harmonique modal majeur,Accords modaux majeurs,#FFA500 
370,5,100101001010,069-1,"7M(9,13) sans 1!",chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFA500 
371,5,100101001010,069-1,Kio,mode traditionnel Chine,Gammes / modes traditionnels,#FFA500 
372,5,100101001010,069-1,Malakosha,mode traditionnel Inde (raga),Gammes / modes traditionnels,#FFA500 
373,5,100101010010,069-2,m7(11),chiffrage harmonique tonal mineur,Accords tonals mineurs,#FFA500 
374,5,100101010010,069-2,Pentatonique naturel mineur,mode classique occidental,Gammes / modes classiques,#FFA500 
375,5,100101010010,069-2,Chœur-guitare,mode extrapolé (cordes-à-vide),Gammes / modes extrapolés,#FFA500 
376,5,100101010010,069-2,Pentablues,mode moderne occidental,Gammes / modes modernes,#FFA500 
377,5,100101010010,069-2,Yu,mode traditionnel Chine,Gammes / modes traditionnels,#FFA500 
378,5,100101010010,069-2,Malkous,mode traditionnel Inde (raga),Gammes / modes traditionnels,#FFA500 
379,5,100101010010,069-2,Azuma-Azobi,mode traditionnel Japon,Gammes / modes traditionnels,#FFA500 
380,5,100101010010,069-2,Shakuhashi,mode traditionnel Japon,Gammes / modes traditionnels,#FFA500 
381,5,100101010010,069-2,Yao,mode traditionnel Thaïlande,Gammes / modes traditionnels,#FFA500 
382,5,100101010010,069-2,Ai,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 
383,5,100101010010,069-2,Nam,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 
384,5,100101010010,069-2,Sa-Mac,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 
385,5,101001010010,069-3,7sus4(9),chiffrage harmonique neutre,Accords neutres,#FFA500 
386,5,101001010010,069-3,Pentarelatif VI-D,mode extrapolé (harmonie),Gammes / modes extrapolés,#FFA500 
387,5,101001010010,069-3,Cydonia pyramide D.-M,mode extrapolé (NASA / planète Mars),Gammes / modes extrapolés,#FFA500 
388,5,101001010010,069-3,Pentaquarte uni B,mode moderne occidental,Gammes / modes modernes,#FFA500 
389,5,101001010010,069-3,Chang,mode traditionnel Chine,Gammes / modes traditionnels,#FFA500 
390,5,101001010010,069-3,Pyong-Jo,mode traditionnel Corée,Gammes / modes traditionnels,#FFA500 
391,5,101001010010,069-3,Égyptien,mode traditionnel Égypte,Gammes / modes traditionnels,#FFA500 
392,5,101001010010,069-3,Saranga,mode traditionnel Inde (raga),Gammes / modes traditionnels,#FFA500 
393,5,101001010010,069-3,In ascendant,mode traditionnel Japon,Gammes / modes traditionnels,#FFA500 
394,5,101001010010,069-3,Dao,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 
395,5,101001010100,069-4,Lum,mode traditionnel Thaïlande,Gammes / modes traditionnels,#FFA500 
396,5,101001010100,069-4,Tche,mode traditionnel Chine,Gammes / modes traditionnels,#FFA500 
397,5,101001010100,069-4,Kemyong-Jo,mode traditionnel Corée,Gammes / modes traditionnels,#FFA500 
398,5,101001010100,069-4,Durga,mode traditionnel Inde (raga),Gammes / modes traditionnels,#FFA500 
399,5,101001010100,069-4,Bac,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 
400,5,101001010100,069-4,Ly,mode traditionnel Vietnam,Gammes / modes traditionnels,#FFA500 
401,5,101010010100,069-5,"m7(9b,11,13b) sans 1! ni 5 • phrygien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FFA500 
402,5,101010010100,069-5,06/09/19,chiffrage harmonique tonal majeur,Accords tonals majeurs,#FFA500 
403,5,101010010100,069-5,Pentatonique naturel majeur,mode classique occidental,Gammes / modes classiques,#FFA500 
404,5,101010010100,069-5,RR3,mode extrapolé (cinéma S. Spielberg),Gammes / modes extrapolés,#FFA500 
405,5,101010010100,069-5,Sabla-Clavi,mode extrapolé (touches noires),Gammes / modes traditionnels,#FFA500 
406,5,101010010100,069-5,Mongol,mode traditionnel Chine,Gammes / modes traditionnels,#FFA500 
407,5,101010010100,069-5,Bhupali,mode traditionnel Inde (raga),Gammes / modes traditionnels,#FFA500 
408,5,101010010100,069-5,Kong,mode traditionnel Inde (raga),Gammes / modes traditionnels,#FFA500 
409,5,100100101010,070-1,"7(9b,11#,13b) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
410,5,100100101010,070-1,Non-classé,—,—,#FFA500 
411,5,100101010100,070-2,Pentaquarte uni A,mode moderne occidental,Gammes / modes modernes,#FFA500 
412,5,101001001010,070-3,Non-classé,—,—,#FFA500 
413,5,101010010010,070-4,7(9),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
414,5,101010010010,070-4,Pentaltéré B,mode extrapolé (harmonie),Gammes / modes extrapolés,#FFA500 
415,5,101010100100,070-5,Pentamélodique,mode moderne occidental,Gammes / modes modernes,#FFA500 
416,5,100010101010,071-1,"7(11#,13b) sans 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
417,5,100010101010,071-1,"7,5b,5# sans 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
418,5,101000101010,071-2,"7(9,11#,13b) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
419,5,101000101010,071-2,Non-classé,—,—,#FFA500 
420,5,101010001010,071-3,"7,5#(9) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
421,5,101010001010,071-3,"7(9,13b) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
422,5,101010001010,071-3,"7(9,13b) sans 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
423,5,101010001010,071-3,Pentanapolitain majeur,mode classique occidental,Gammes / modes classiques,#FFA500 
424,5,101010100010,071-4,"7(9,11#) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
425,5,101010101000,071-5,"7,5b(9,13b) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
426,5,101010101000,071-5,"7(9,11#,13b) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
427,5,101010101000,071-5,"7,5#(9,11#) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
428,5,101010101000,071-5,Pentadomus,mode extrapolé (géométrie quadrant),Gammes / modes extrapolés ,#FFA500 
429,5,100100110010,072-1,"7(9b,11,13b) sans 1! ni 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFA500 
430,5,100100110010,072-1,Non-classé,—,—,#FFA500 
431,5,100101001001,072-2,Malkauns ascendant,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#FFA500 
432,5,100110010100,072-3,Pentharmonique majeur,mode moderne occidental,Gammes / modes modernes,#FFA500 
433,5,101001001100,072-4,Non-classé,—,—,#FFA500 
434,5,110010100100,072-5,Vibhasa,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#FFA500 
435,5,100100101001,073-1,"7(9b,11#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
436,5,100100101001,073-1,Non-classé,—,—,#FFA500 
437,5,100101001100,073-2,"7(9b,11#,13) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
438,5,100110010010,073-3,7(9#) • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
439,5,100110010010,073-3,Pentaltéré C,mode extrapolé (harmonie),Gammes / modes extrapolés,#FFA500 
440,5,100110010010,073-3,Pentaharmonique mineur,mode moderne occidental,Gammes / modes modernes,#FFA500 
441,5,101001100100,073-4,"m7,5b(9b) sans 1! • locrien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FFA500 
442,5,110010010100,073-5,Non-classé,—,—,#FFA500 
443,5,100100100101,074-1,Non-classé,—,—,#FFA500 
444,5,100100101100,074-2,"7(9b,13) sans 1! • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
445,5,100100101100,074-2,Pentaltéré A,mode extrapolé (harmonie),Gammes / modes extrapolés ,#FFA500 
446,5,100101100100,074-3,"7(9b,11#) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
447,5,100101100100,074-3,"7(9b,13) sans 1!",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
448,5,100101100100,074-3,"7(9b,9#) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
449,5,100101100100,074-3,"7,5b(9b) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
450,5,101100100100,074-4,Non-classé,—,—,#FFA500 
451,5,110010010010,074-5,7(9b) • alt (altéré),chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
452,5,100100100110,075-1,"7(9b,13b) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
453,5,100100100110,075-1,Non-classé,—,—,#FFA500 
454,5,100100110100,075-2,"7(9b,13b) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
455,5,100100110100,075-2,"7,5#(9b) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
456,5,100110100100,075-3,Non-classé,—,—,#FFA500 
457,5,101001001001,075-4,Non-classé,—,—,#FFA500 
458,5,110100100100,075-5,Pentaltéré D,mode extrapolé (harmonie),Gammes / modes extrapolés ,#FFA500 
459,5,100010101001,076-1,"7(9,11#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
460,5,100010101001,076-1,Non-classé,—,—,#FFA500 
461,5,100110001010,076-2,"7(9#,13b) sans 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
462,5,100110001010,076-2,"7,5#(9#) sans 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
463,5,101001100010,076-3,Non-classé,—,—,#FFA500 
464,5,101010011000,076-4,"7,5b(9,13) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
465,5,101010011000,076-4,"7(9,11#,13) sans 1! ni 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FFA500 
466,5,101010011000,076-4,Pentanéopolitain,mode moderne occidental,Gammes / modes modernes,#FFA500 
467,5,110001010100,076-5,Non-classé,—,—,#FFA500 
468,5,100011001010,077-1,"7(11,13b) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FFA500 
